,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
0,2023,1,1,0.0,1018.6773681640625,1.8257995605468977,0.6127862930297852,-1.4178037643432617,79.30677032470703,5.078125,0.0,0.0
1,2023,1,1,0.5,1018.6257629394531,1.459413146972679,0.8942818641662598,-1.1612396240234375,80.83432674407959,5.9326171875,0.0,0.0
2,2023,1,1,1.0,1018.5741577148438,1.0930267333984602,1.1757774353027344,-0.9046754837036133,82.36188316345215,6.787109375,0.0,0.0
3,2023,1,1,1.5,1018.580322265625,0.6587997436523665,1.1853723526000977,-0.6186671257019043,85.79814338684082,8.10546875,0.0,0.0
4,2023,1,1,2.0,1018.5864868164062,0.22457275390627274,1.194967269897461,-0.3326587677001953,89.23440361022949,9.423828125,0.0,0.0
5,2023,1,1,2.5,1018.6247253417969,0.021730041503928987,1.2079806327819824,-0.36016321182250977,90.02045059204102,7.7880859375,0.0,0.0
6,2023,1,1,3.0,1018.6629638671875,-0.18111267089841476,1.220993995666504,-0.3876676559448242,90.80649757385254,6.15234375,0.0,0.0
7,2023,1,1,3.5,1018.6705932617188,-0.45032348632810226,1.2449216842651367,-0.2878875732421875,91.60769844055176,5.2001953125,0.0,0.0
8,2023,1,1,4.0,1018.67822265625,-0.7195343017577898,1.2688493728637695,-0.18810749053955078,92.40889930725098,4.248046875,0.0,0.0
9,2023,1,1,4.5,1018.7828979492188,-0.8907684326171648,1.2818727493286133,0.08783483505249023,92.75598812103271,5.56640625,0.0,0.0
10,2023,1,1,5.0,1018.8875732421875,-1.0620025634765398,1.294896125793457,0.36377716064453125,93.10307693481445,6.884765625,0.0,0.0
11,2023,1,1,5.5,1019.0396423339844,-1.0634063720702898,1.347386360168457,0.36529064178466797,92.9439525604248,8.7158203125,0.0,0.0
12,2023,1,1,6.0,1019.1917114257812,-1.0648101806640398,1.399876594543457,0.3668041229248047,92.78482818603516,10.546875,0.0,0.0
13,2023,1,1,6.5,1019.3411865234375,-1.171446228027321,1.4015130996704102,0.17220783233642578,92.9575138092041,11.083984375,0.0,0.109375
14,2023,1,1,7.0,1019.4906616210938,-1.2780822753906023,1.4031496047973633,-0.022388458251953125,93.13019943237305,11.62109375,0.0,0.21875
15,2023,1,1,7.5,1019.4797668457031,-0.7897094726562273,1.191786289215088,0.061333656311035156,90.53952980041504,11.42578125,0.0,32.734375
16,2023,1,1,8.0,1019.4688720703125,-0.30133666992185226,0.9804229736328125,0.14505577087402344,87.94886016845703,11.23046875,0.0,65.25
17,2023,1,1,8.5,1019.4712524414062,1.069947814941429,1.2660002708435059,0.04401874542236328,81.36175155639648,7.0068359375,0.0,144.31595523655415
18,2023,1,1,9.0,1019.4736328125,2.4412322998047102,1.5515775680541992,-0.057018280029296875,74.77464294433594,2.783203125,0.0,223.3819104731083
